tRF,01-LA2CO2-1_S1_full,02-LA2CO2-2_S2_full,03-LA2CO2-3_S3_full,04-LA2CO2-4_S4_full,05-LA2CN30-1_S5_full,06-LA2CN30-2_S6_full,07-LA2CN30-3_S7_full,08-LA2CN30-4_S8_full,09-LA2CN60-1_S9_full,10-LA2CN60-2_S10_full,11-LA2CN60-3_S11_full,12-LA2CN60-4_S12_full,13-LA2CN2-1_S13_full,14-LA2CN2-2_S14_full,15-LA2CN2-3_S15_full,16-LA2CN2-4_S16_full,17-LA2CO4-1_S17_full,18-LA2CO4-2_S18_full,19-LA2CO4-3_S19_full,20-LA2CO4-4_S20_full,21-LA2CN4-1_S21_full,22-LA2CN4-2_S22_full,23-LA2CN4-3_S23_full,24-LA2CN4-4_S24_full,25-LA5CO2-1_S25_full,26-LA5CO2-2_S26_full,27-LA5CO2-3_S27_full,28-LA5CO2-4_S28_full,29-LA5CN30-1_S29_full,30-LA5CN30-2_S30_full,31-LA5CN30-3_S31_full,32-LA5CN30-4_S32_full,33-LA5CN60-1_S33_full,34-LA5CN60-2_S34_full,35-LA5CN60-3_S35_full,36-LA5CN60-4_S36_full,37-LA5CN2-1_S37_full,38-LA5CN2-2_S38_full,39-LA5CN2-3_S39_full,40-LA5CN2-4_S40_full,41-LA5CO4-1_S41_full,42-LA5CO4-2_S42_full,43-LA5CO4-3_S43_full,44-LA5CO4-4_S44_full,45-LA5CN4-1_S45_full,46-LA5CN4-2_S46_full,47-LA5CN4-3_S47_full,48-LA5CN4-4_S48_full
tRF-29-YJZ87ID890KF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
tRF-29-YKISQI45LS19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-YKYBUP0O51K2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-YP9LON4V45EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-YP9LON4VN1EM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tRF-29-YPZEP27K7ZIH,1,0,0,0,1,1,0,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,4,1,0,0,0,1,2,0,1,1,6,0,0,0,0,0,1,1,1
tRF-29-YQHQ9M739PJK,7,3,7,5,8,4,2,11,2,2,3,2,3,1,5,9,3,3,9,6,3,2,8,9,2,1,2,2,8,4,1,2,5,4,5,3,4,5,7,8,2,0,1,1,6,7,2,3
tRF-29-YRH4SXQ3V2KJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-YSV4V4SQ2WJM,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,3,0,0,0,1,1,0,1,2,0,0,0,1,0,0,0,2
tRF-29-YYV4V47Q2WJM,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,3,0,2,1,1,0,0,0,1,2,1,1,0,2,1,0,0,0,0,0,2,2,0
tRF-29-YZQD3KYUYRI9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-Z2N7D9BKYS2E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tRF-29-Z2N7D9BKZ42E,0,0,4,1,2,0,1,1,0,1,1,0,0,2,2,0,0,0,0,0,0,0,1,1,2,3,0,4,3,3,3,1,4,1,2,3,3,4,0,1,5,5,1,3,2,1,3,3
tRF-29-Z2Y91293WEJ5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-Z34KRQ59WIK4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-Z3M8ZLSSXUH7,76,129,82,145,128,131,116,114,80,108,50,81,69,82,82,123,44,78,39,55,46,56,66,67,49,62,25,52,115,106,75,95,90,62,70,87,92,97,117,133,23,33,22,28,47,45,61,25
tRF-29-Z3R9512R121V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
tRF-29-Z3R9D8VBY9I3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-Z3RZ18VBY9I3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tRF-29-Z3V0M8XXHDI2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-Z419518190FV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tRF-29-Z4D7OOJ0QX1R,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
tRF-29-Z4R95MK1F31V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tRF-29-Z4R95MKM931V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-Z4RZDMKNR7EV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-Z6KPQJ3KYUHJ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-Z6V6Z3M8ZL2J,2,5,3,6,7,8,5,4,0,4,1,0,3,2,1,3,0,0,3,3,2,3,0,1,1,4,3,3,8,8,3,1,4,2,0,1,6,1,6,3,3,0,0,0,1,2,2,1
tRF-29-Z87ID890YBHW,1,4,1,5,7,2,2,9,3,5,0,4,6,0,2,1,3,0,0,1,3,1,1,1,3,2,2,5,3,3,1,3,0,3,2,0,4,5,3,12,0,1,1,0,2,4,0,2
tRF-29-Z8I7JKIKYUK3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-Z9HMI8W47WFD,3,3,2,3,1,2,5,4,1,3,1,0,1,4,6,5,0,1,1,0,3,2,1,4,1,3,0,0,2,2,0,4,2,1,3,2,1,7,2,4,2,1,1,0,3,1,1,0
tRF-29-ZB0PNYRKYUKJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0
tRF-29-ZBPPZEVKXZEW,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-ZDXPHO53KS25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tRF-29-ZDXPHO53KY25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-ZEF3BLHKFZ0R,0,0,1,0,1,3,1,0,2,0,2,0,1,1,1,2,3,0,2,3,1,2,1,2,0,0,0,1,2,2,0,1,4,0,0,1,0,2,1,1,0,0,0,0,1,0,1,2
tRF-29-ZEP27K7ZP31Q,0,2,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2,0,1,1,0,2,1,2,1,3,0,4,1,0,0,0,0,1,1,0
tRF-29-ZEVKXZFYYD2S,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1
tRF-29-ZH99DMEMR3FV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-ZHYPZEP27K2Q,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-ZJ47D112Z42E,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,2,0,1,1,1,1,1,0,0,1,0,0,3,0,0,2,0
tRF-29-ZKXXI363U0EQ,1,2,1,2,1,2,0,0,0,1,1,2,0,0,5,1,2,1,0,0,1,2,1,0,3,3,2,4,6,2,1,4,1,3,2,4,0,1,5,4,0,0,0,0,1,0,3,0
tRF-29-ZLBS5EOB3ZKJ,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-ZO1EBP4MJY23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-ZOWURMJKYO2J,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tRF-29-ZPQR16ZSIJ24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tRF-29-ZPQR17NS5J24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-ZPQR17NSRJ24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-ZPVOH30WUIJ2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
tRF-29-ZQSJY189BJEB,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
tRF-29-ZRS3S3R68HKK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-ZUNF56FK872E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-ZUNF56FK8R2E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-ZUV0UEDP5I26,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-ZV767UXP182E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
tRF-29-ZVELXKKSR9ED,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-ZWRNU3KQ9M29,0,3,0,0,1,1,1,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
tRF-29-ZXSLDPUSYDKJ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-29-ZY7FERBLB3E2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
tRF-29-ZZJQJYSWRY2Z,1,0,2,1,1,3,1,1,0,1,1,0,0,2,0,2,1,0,1,1,0,3,0,0,1,0,0,0,4,1,1,0,0,0,0,0,0,1,1,3,1,0,0,1,2,2,0,0
tRF-30-00BY4D84KRIM,2,2,2,0,1,3,1,0,3,0,1,2,1,3,1,2,1,1,2,3,2,2,1,2,8,8,5,10,10,8,3,9,8,7,8,7,12,17,16,17,2,4,4,3,11,10,9,12
tRF-30-01179O08F4BD,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-026ZEDKZIXK6,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,2,0,1,0,1,1,1,0,0,0,0,0,0,3,0,2,1,0,0,0,0,1,0,0,0
tRF-30-02OL7XDXOMYJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0
tRF-30-04SXQ3V2Y7RZ,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,1,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,1,1,1,3,1
tRF-30-0668K87SERM4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
tRF-30-08F4BDNZ8O6F,4,5,8,11,2,10,7,4,2,8,2,4,1,3,9,4,4,3,3,9,0,3,6,4,13,8,4,8,15,15,4,8,4,10,5,9,14,13,19,14,0,1,2,5,12,6,8,6
tRF-30-08R959KUMKF6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tRF-30-094OFOU5XBIN,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-0DFKN5ORNQY1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-0IOB9ZFH690M,0,0,1,1,0,1,0,0,1,4,0,0,0,1,1,0,0,0,0,1,2,2,1,0,4,2,1,2,7,6,1,3,3,4,0,4,2,6,4,2,1,0,1,0,2,1,4,1
tRF-30-0JVRI8WX6R2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-0PNYRKYUY78Z,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
tRF-30-0PWYUDM0IBB7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-0VL8K87SIRMM,2,0,0,0,1,1,0,0,2,0,0,0,0,2,0,0,7,3,3,5,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-11W4QFE3FVSY,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
tRF-30-1293WEW6VM4J,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tRF-30-13M87SFR2W9J,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tRF-30-13QXQWUID4ZW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tRF-30-14PSR9O933IK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0
tRF-30-14PU73UKL4OY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-15WV7W6SJF09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-1690PQR39IXB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tRF-30-179O08F4BDNZ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-17N4QFH8YJQN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-183O9EDJHP3R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-184KISQIY5LS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,4,0,0,0,0,0,1,1,0,1,0,1,0
tRF-30-18VBY9PYKHM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tRF-30-18X3HRL7S5QK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
tRF-30-18YKISQI45LS,2,2,2,3,1,2,2,5,0,2,1,0,0,3,2,2,2,3,5,1,1,2,1,3,8,4,3,2,5,11,10,6,2,2,5,4,11,4,10,4,2,6,8,8,8,11,2,3
tRF-30-1E6S18Y0QN6I,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
tRF-30-1E6SF8WO6VXW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-1E8Y7Z2R1HPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-1EBP4MJYSZ11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tRF-30-1ER37E14PH5B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
tRF-30-1EWJQ72S3HPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
tRF-30-1HPSR9O9337K,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,1,2,2,8,2,1,0,2,1,1,3,1,4,2,3,6,1,1,0,1,4,1,5,4,0,0,1,2,8,7,3,0
tRF-30-1KPLQ673FJIY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-1KVUY9Q9R4L2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-1LQ4PUQ340QI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tRF-30-1LY2BDJZJONY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-1N3KYUSR681S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tRF-30-1NR8YUP6KP6H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tRF-30-1QKS3W2VR008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tRF-30-1RZLSLBXHFK3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-1SS2P46INO86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-1SS2P4FINOW6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-1SS2PMFIZOWU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-1WZ4RZDMKNR7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-1Y7PFWRVULE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tRF-30-1YIF54RNZFS7,0,1,0,2,1,2,0,0,0,0,1,2,2,4,1,0,2,1,1,0,0,2,2,0,2,1,3,3,3,3,2,5,2,2,1,2,3,2,0,6,1,0,2,2,0,1,1,1
tRF-30-1YIPRVYJ9XEO,1,1,0,0,2,1,1,0,0,1,0,0,0,2,0,0,0,2,0,2,0,0,0,1,1,2,0,0,1,2,1,0,1,0,3,1,1,2,2,2,0,0,0,0,1,2,0,0
tRF-30-1ZILQX3R8BPE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-1ZXF0N2BD0U6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tRF-30-202L2YBE7XO8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-30-22EVUIJVK697,1,4,2,4,5,4,7,8,1,4,1,1,5,4,5,8,3,0,1,3,3,1,1,4,16,11,6,17,16,16,9,8,17,6,14,15,9,23,22,25,12,11,4,10,14,14,16,12
